ID,Submission Year,Report Submission Title,Submission Year File Number,Date,Link,pdf_file,Company Name,text_file,Securities Done,Insiders Done,Third Party Providers Done,Transfer Agents Done,Financial Statements Done,Additional Securities Done,Reporting Year,file,Reporting Year/Period
ACCR,2022,Annual Report - Annual Report,1,01/18/2022,https://www.otcmarkets.com/otcapi/company/financial-report/317762/content,ACCR_2022_Annual_1.pdf,ACCESS-POWER & CO INC,ACCR_2022_Annual_1.txt,1,0,1,1,0,-3,0,ACCR_2022_Annual_1.txt," December 31, 2021"
ACMTA,2005,Annual Report - Annual Report,1,05/09/2005,https://www.otcmarkets.com/otcapi/company/financial-report/2781/content,ACMTA_2005_Annual_1.pdf,ACMAT CORP A,ACMTA_2005_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2005_Annual_1.txt,-1
ACMTA,2006,Annual Report - Annual Report,1,05/11/2006,https://www.otcmarkets.com/otcapi/company/financial-report/7533/content,ACMTA_2006_Annual_1.pdf,ACMAT CORP A,ACMTA_2006_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2006_Annual_1.txt,-1
ACMTA,2007,Annual Report - Annual Report,1,04/11/2007,https://www.otcmarkets.com/otcapi/company/financial-report/10425/content,ACMTA_2007_Annual_1.pdf,ACMAT CORP A,ACMTA_2007_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2007_Annual_1.txt,-1
ACMTA,2008,Annual Report - Annual Report,1,04/16/2008,https://www.otcmarkets.com/otcapi/company/financial-report/14444/content,ACMTA_2008_Annual_1.pdf,ACMAT CORP A,ACMTA_2008_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2008_Annual_1.txt,-1
ACMTA,2009,Annual Report - Annual Report,1,04/24/2009,https://www.otcmarkets.com/otcapi/company/financial-report/20661/content,ACMTA_2009_Annual_1.pdf,ACMAT CORP A,ACMTA_2009_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2009_Annual_1.txt,-1
ACMTA,2010,"Annual Report - Year Ended December 31, 2009",1,04/21/2010,https://www.otcmarkets.com/otcapi/company/financial-report/31109/content,ACMTA_2010_Annual_1.pdf,ACMAT CORP A,ACMTA_2010_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2010_Annual_1.txt,-1
ACMTA,2011,"Annual Report - Year Ended December 31, 2010",1,05/06/2011,https://www.otcmarkets.com/otcapi/company/financial-report/50067/content,ACMTA_2011_Annual_1.pdf,ACMAT CORP A,ACMTA_2011_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2011_Annual_1.txt,-1
ACMTA,2012,"Annual Report - Year Ended December 31, 2011",1,05/10/2012,https://www.otcmarkets.com/otcapi/company/financial-report/80994/content,ACMTA_2012_Annual_1.pdf,ACMAT CORP A,ACMTA_2012_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2012_Annual_1.txt,-1
ACMTA,2013,Annual Report - 2012 Annual Report,1,05/13/2013,https://www.otcmarkets.com/otcapi/company/financial-report/104294/content,ACMTA_2013_Annual_1.pdf,ACMAT CORP A,ACMTA_2013_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2013_Annual_1.txt,-1
ACMTA,2014,Annual Report - ACMAT Corporation 2013 Annual Report,1,05/01/2014,https://www.otcmarkets.com/otcapi/company/financial-report/119727/content,ACMTA_2014_Annual_1.pdf,ACMAT CORP A,ACMTA_2014_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2014_Annual_1.txt,-1
ACMTA,2015,Annual Report - ACMAT Corporation 2014 Annual Report,1,05/08/2015,https://www.otcmarkets.com/otcapi/company/financial-report/137687/content,ACMTA_2015_Annual_1.pdf,ACMAT CORP A,ACMTA_2015_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2015_Annual_1.txt,-1
ACMTA,2016,Annual Report - ACMAT Corporation 2015 Annual Report,1,05/10/2016,https://www.otcmarkets.com/otcapi/company/financial-report/154693/content,ACMTA_2016_Annual_1.pdf,ACMAT CORP A,ACMTA_2016_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2016_Annual_1.txt,-1
ACMTA,2017,Annual Report - ACMAT 2016 Annual Report,1,05/09/2017,https://www.otcmarkets.com/otcapi/company/financial-report/171516/content,ACMTA_2017_Annual_1.pdf,ACMAT CORP A,ACMTA_2017_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2017_Annual_1.txt,-1
ACMTA,2018,Annual Report - ACMAT 2017 Annual Report,1,04/25/2018,https://www.otcmarkets.com/otcapi/company/financial-report/191674/content,ACMTA_2018_Annual_1.pdf,ACMAT CORP A,ACMTA_2018_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2018_Annual_1.txt,-1
ACMTA,2019,Annual Report - ACMAT Corporation and Subsidiaries 2018 Annual Report,1,06/03/2019,https://www.otcmarkets.com/otcapi/company/financial-report/222623/content,ACMTA_2019_Annual_1.pdf,ACMAT CORP A,ACMTA_2019_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2019_Annual_1.txt,-1
ACMTA,2020,Annual Report - ACMAT Corporation 2019 Annual Report,1,05/01/2020,https://www.otcmarkets.com/otcapi/company/financial-report/245299/content,ACMTA_2020_Annual_1.pdf,ACMAT CORP A,ACMTA_2020_Annual_1.txt,-1,0,-1,-1,0,-1,0,ACMTA_2020_Annual_1.txt,-1
ACMTA,2021,"Annual Report - Annual Disclosure Statement - December 31, 2020",1,07/19/2021,https://www.otcmarkets.com/otcapi/company/financial-report/291823/content,ACMTA_2021_Annual_1.pdf,ACMAT CORP A,ACMTA_2021_Annual_1.txt,-1,0,-3,-1,0,-1,0,ACMTA_2021_Annual_1.txt," December 31, 2020"
ACMTA,2021,Annual Report - ACMAT Corporation 2020 Annual Report,2,04/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/280265/content,ACMTA_2021_Annual_2.pdf,ACMAT CORP A,ACMTA_2021_Annual_2.txt,-1,0,-1,-1,0,-1,0,ACMTA_2021_Annual_2.txt,-1
ACMTA,2022,Annual Report - ACMAT Corporation 2021 Annual Report (OTC Annual Disclosure Statement),1,03/15/2022,https://www.otcmarkets.com/otcapi/company/financial-report/323573/content,ACMTA_2022_Annual_1.pdf,ACMAT CORP A,ACMTA_2022_Annual_1.txt,1,0,-3,1,0,1,0,ACMTA_2022_Annual_1.txt," December 31, 2021"
ACMTA,2023,Annual Report - ACMAT Corporation 2022 Annual Report (OTC Annual Disclosure Statement),1,03/17/2023,https://www.otcmarkets.com/otcapi/company/financial-report/361893/content,ACMTA_2023_Annual_1.pdf,ACMAT CORP A,ACMTA_2023_Annual_1.txt,1,0,-3,1,0,-3,0,ACMTA_2023_Annual_1.txt," December 31, 2022"
ADMG,2015,Annual Report - Annual Report,1,04/16/2015,https://www.otcmarkets.com/otcapi/company/financial-report/136033/content,ADMG_2015_Annual_1.pdf,ADAMANT DRI PRCNG &MNRLS,ADMG_2015_Annual_1.txt,-1,0,-1,-1,0,-1,0,ADMG_2015_Annual_1.txt,-1
ADMG,2017,Annual Report - Annual Report,1,05/01/2017,https://www.otcmarkets.com/otcapi/company/financial-report/170912/content,ADMG_2017_Annual_1.pdf,ADAMANT DRI PRCNG &MNRLS,ADMG_2017_Annual_1.txt,-1,0,-1,-1,0,-1,0,ADMG_2017_Annual_1.txt,-1
AFNL,2021,Annual Report - AmFin Financial Corporation Financial Statements,1,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301286/content,AFNL_2021_Annual_1.pdf,AMFIN FINANCIAL CORP,AFNL_2021_Annual_1.txt,-1,0,-1,-1,0,-1,0,AFNL_2021_Annual_1.txt,-1
AFNL,2022,Annual Report - AmFin Financial Corporation Financial Statements 9/30/21,1,02/05/2022,https://www.otcmarkets.com/otcapi/company/financial-report/319455/content,AFNL_2022_Annual_1.pdf,AMFIN FINANCIAL CORP,AFNL_2022_Annual_1.txt,-1,0,-1,-1,0,-1,0,AFNL_2022_Annual_1.txt,-1
AFNL,2022,Annual Report - AmFin Financial Stmt - Reviewed 9-30-21,2,01/20/2022,https://www.otcmarkets.com/otcapi/company/financial-report/317912/content,AFNL_2022_Annual_2.pdf,AMFIN FINANCIAL CORP,AFNL_2022_Annual_2.txt,-1,0,-1,-1,0,-1,0,AFNL_2022_Annual_2.txt,-1
AFNL,2023,Annual Report - AmFin Financial Corporation Financial Statements at 9/30/2022,1,01/31/2023,https://www.otcmarkets.com/otcapi/company/financial-report/358152/content,AFNL_2023_Annual_1.pdf,AMFIN FINANCIAL CORP,AFNL_2023_Annual_1.txt,-1,0,-1,-1,0,-1,0,AFNL_2023_Annual_1.txt,-1
AFOM,2014,Annual Report - Annual Report,1,12/30/2014,https://www.otcmarkets.com/otcapi/company/financial-report/131256/content,AFOM_2014_Annual_1.pdf,ALL FOR ONE MEDIA CORP,AFOM_2014_Annual_1.txt,-1,0,-1,-1,0,-1,0,AFOM_2014_Annual_1.txt,-1
