Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number,file,Link
True, NA, Convertible Preferred, NA, $0.00," 25,000,000 ", 12/31/2019, 0 , 12/31/2019,None,None,None,None,HENI,2021,2,HENI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298145/content
True, NA, Super Voting Preferred, NA, $0.001, 0 , 12/31/2019, 0 , 12/31/2019,None,None,None,None,HENI,2021,2,HENI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298145/content
True, NA, Convertible Preferred, NA, $0.00," 25,000,000 ", 12/31/2021, 0 , 12/31/2021,None,None,None,None,HENI,2022,1,HENI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332064/content
True, NA, 2021 Series A Preferred, NA, $0.001, 10 , 12/31/2021, 10 , 12/31/2021,None,None,None,None,HENI,2022,1,HENI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332064/content
True, December,, ,, ——,,,,None,None,None,None,HERB,2022,1,HERB_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321685/content
True, NA, - Common Stock Class B, NA, %0.001," 108,000,000 "," February 28, 2019"," 108,000,000 "," February 28, 2019",None,None,None,None,HMPQ,2019,1,HMPQ_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/223485/content
True, NA, - Common Stock Class B, NA, %0.001," 108,000,000 "," February 28, 2019"," 108,000,000 "," February 28, 2019",None,None,None,None,HMPQ,2019,2,HMPQ_2019_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/221444/content
True, ICOA, Preferred A,, 0.0001," 2,100,000 "," December 31, 2019"," 2,100,000 "," December 31, 2019",None,None,None,None,ICOA,2021,2,ICOA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301778/content
True, ICOA, Preferred B,, 0.0001," 25,000,000 "," December 31, 2019", 0 ," December 31, 2019",None,None,None,None,ICOA,2021,2,ICOA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301778/content
True, ICOA, Preferred C,, 0.0001," 20,000,000 "," December 31, 2019", 0 ," December 31, 2019",None,None,None,None,ICOA,2021,2,ICOA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301778/content
True, ICOA, Preferred A,, 0.0001," 2,100,000 "," December 31, 2018"," 2,100,000 "," December 31, 2018",None,None,None,None,ICOA,2021,3,ICOA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301776/content
True, ICOA, Preferred B,, 0.0001," 25,000,000 "," December 31, 2018", 0 ," December 31, 2018",None,None,None,None,ICOA,2021,3,ICOA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301776/content
True, ICOA, Preferred C,, 0.0001," 20,000,000 "," December 31, 2018", 0 ," December 31, 2018",None,None,None,None,ICOA,2021,3,ICOA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301776/content
True, N/A,,,,,,,,None,None,None,None,ICOA,2022,1,ICOA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325737/content
True, N/A,,,,, 12/31/2018,, 12/31/2018,None,None,None,None,IDGC,2019,1,IDGC_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/218407/content
True, N/A,,,,,,,,None,None,None,None,IDGC,2021,1,IDGC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305228/content
True, N/A,,,,,,,,None,None,None,None,IDGC,2021,3,IDGC_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301714/content
True, N/A,,,,,,,,None,None,None,None,IDGC,2022,2,IDGC_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323760/content
True, None,,,,,,,,None,None,None,None,IENT,2021,2,IENT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315977/content
True, None,,,,,,,,None,None,None,None,IENT,2021,3,IENT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311151/content
True, None,,,,,,,,None,None,None,None,IENT,2021,4,IENT_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311149/content
True, None,,,,,,,,None,None,None,None,IENT,2021,5,IENT_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305390/content
True, None,,,,,,,,None,None,None,None,IENT,2021,6,IENT_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305389/content
True, None,,,, ,, ,,None,None,None,None,IENT,2021,7,IENT_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304690/content
True, None,,,,,— >,,,None,None,None,None,IENT,2021,8,IENT_2021_Annual_8.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304689/content
True, ENT, Preferred, 45838M104, 10," 20,000,000 ", 12/31/2021, 0 , 12/31/2021,None,None,None,None,IENT,2022,1,IENT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/326009/content
True, IENT, Preferred, 45838M104, 10," 20,000,000 ", 12/31/2021, 0 , 12/31/2021,None,None,None,None,IENT,2022,2,IENT_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323603/content
True, None, | Preferred, Not applicable, 0.001," 10,000,000 ",," 900,000 ",,None,None,None,None,IFAN,2021,1,IFAN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294936/content
True, None, | Preferred, Not applicable, 0.001," 10,000,000 ",," 900,000 ",,None,None,None,None,IFAN,2021,2,IFAN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294933/content
True, None, Preferred, Not applicable, 0.001," 10,000,000 ",, 0 ,,None,None,None,None,IFAN,2022,1,IFAN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319933/content
True, None, Preferred, Not applicable, 0.001, 1 ,, 1 ,,None,None,None,None,IFAN,2022,1,IFAN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319933/content
True, None, | Preferred,, 0.001," 10,000,000",, 0,,None,None,None,None,IFAN,2022,2,IFAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317186/content
True,,,, 0.001, 1,, 1,,None,None,None,None,IFAN,2022,2,IFAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317186/content
True,, Preferred Non Trade, 45257G109, .001," 10,000,000 ", 9-30-2021, 1.000 , 9-30-2021,None,None,None,None,IFUS,2021,1,IFUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315911/content
True,, Preferred Non Trade, 45257G109, .001," 600,000 ", 9-30-2021, 45.000 , 9-30-2021,None,None,None,None,IFUS,2021,1,IFUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315911/content
True,, Preferred Non Trade, 452576109, 001," 10,000,000 ", 9.30.2020, 1.000 , 9.30.2020,None,None,None,None,IFUS,2021,2,IFUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301813/content
True,, Preferred Non Trade, 45257G109, 001," 600,000 ", 9.30.2020, 45.000 , 9.30.2020,None,None,None,None,IFUS,2021,2,IFUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301813/content
True,, Preferred Non Trade, 45257G109, 001," 10,000,000 ", 9.30.2019, 1.000 , 9.30.2019,None,None,None,None,IFUS,2021,3,IFUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301812/content
True,, Preferred Non Trade, 45257G109, 001," 600,000 ", 9.30.2019, 45.000 , 9.30.2019,None,None,None,None,IFUS,2021,3,IFUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301812/content
True,, Preferred A Non Trade, 45257G109, -001," 10.600,000 ", 09-30-2022, 1.900 , 09-30-2022,None,None,None,None,IFUS,2022,1,IFUS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356176/content
True,, Preferred B Non Trade, 45257G109, -001," 600,000 ", 09-30-2022, 45.000 , 09-30-2022,None,None,None,None,IFUS,2022,1,IFUS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356176/content
True, None, | Preferred, n/a, 0.001," 10,000,000 ",," 2,490,099 ",,None,None,None,None,IFXY,2021,2,IFXY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297041/content
True, None," Preferred, Class A", 45685T202, 0.001," 50,000,000 ",," 2,523,624 ",,None,None,None,None,IFXY,2021,3,IFXY_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292917/content
True, None," Preferred, Class A", 45685T202, 0.001," 50,000,000 ",," 2,523,624 ",,None,None,None,None,IFXY,2021,5,IFXY_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292881/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2020, 0 , 12/31/2020,None,None,None,None,ILST,2021,2,ILST_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295727/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2019, 0 , 12/31/2019,None,None,None,None,ILST,2021,3,ILST_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295726/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,000,000 ", 12/31/2021, 50 , 12/31/2021,None,None,None,None,ILST,2022,2,ILST_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323006/content
True, VGPR, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-18," 2,243,120 ", 12-31-18,None,None,None,None,INSO,2019,1,INSO_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/230973/content
True, INSO, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-19," 2,248,666 ", 12-31-19,None,None,None,None,INSO,2020,1,INSO_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/266404/content
True, INSO, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-20," 2,249,423 ", 12-31-20,None,None,None,None,INSO,2021,1,INSO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307397/content
True, INSO, Preferred B, 922547500, .0001," 90,000,000 ", 12-31-20," 2,249, 423 ", 12-31-20,None,None,None,None,INSO,2021,2,INSO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301113/content
True, N/A, N/A, N/A, N/A, 0 , 12/31/2020, f date: 12/31/202,,None,None,None,None,JAMN,2021,1,JAMN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304646/content
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 1,000,000 "," May 31, 2022",None,None,None,None,JGHG,2022,1,JGHG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346604/content
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 1,000,000 "," May 31, 2022",None,None,None,None,JGHG,2022,2,JGHG_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/345776/content
True, JGHG, Preferred Series A, N/A, 0.001," 5,000,000 "," May 31, 2022"," 1,000,000 "," May 31, 2022",None,None,None,None,JGHG,2022,3,JGHG_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343690/content
True, JMTM,,,,, 9/24/2021,, 9/24/2021,None,None,None,None,JMTM,2021,5,JMTM_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304055/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2020," 10,001,000 ", 12/31/2020,None,None,None,None,JPEX,2021,3,JPEX_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305459/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2019," 10,001,000 ", 12/31/2019,None,None,None,None,JPEX,2021,4,JPEX_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305458/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2020," 10,001,000 ", 12/31/2020,None,None,None,None,JPEX,2021,6,JPEX_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302351/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2019," 10,001,000 ", 12/31/2019,None,None,None,None,JPEX,2021,7,JPEX_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302350/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 40,000,000 ", 12/31/2021," 10,001,005 ", 12/31/2021,None,None,None,None,JPEX,2022,1,JPEX_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324520/content
True,, Preferred A,,," 10,000 "," December 31, 2021"," 10,000 "," December 31, 2021",None,None,None,None,KAST,2022,1,KAST_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321167/content
True, LEAS, Preferred C,, .0001," 5,000,000 ", 05/31/2019," 5,000,000 ", 12/31/2019,None,None,None,None,LEAS,2020,1,LEAS_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/252195/content
True,, Preferred A, 52467N205, $0.001,,,,,None,None,None,None,LGBS,2021,2,LGBS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311379/content
True,, Preferred A, 52467N205, $0.001," 250,000,000 ",," 200,000,000 ",,None,None,None,None,LGBS,2022,1,LGBS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319560/content
True, None, Preferred, None, $0.001," 30,000,000 "," April 30, 2021", 0 ," April 30, 2021",None,None,None,None,LVYN,2021,1,LVYN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302049/content
True, None, Preferred, None, $0.001," 30,000,000 "," April 30, 2020", 0 ," April 30, 2020",None,None,None,None,LVYN,2021,2,LVYN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302048/content
True, None, Preferred, None, $0.001," 30,000,000 "," April 30, 2021", 0 ," April 30, 2021",None,None,None,None,LVYN,2021,5,LVYN_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300978/content
True, None, Preferred, None, $0.001," 30,000,000 "," April 30, 2020", 0 ," April 30, 2020",None,None,None,None,LVYN,2021,6,LVYN_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300976/content
True, None, Preferred, None, $0.001," 30,000,000 "," April 30, 2022"," 30,000,000 "," April 30, 2022",None,None,None,None,LVYN,2022,1,LVYN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340408/content
True, NA, Preferred Series A, NA, $0.0001, 10 ," December 31, 2020", 10 ," December 31, 2020",None,None,None,None,MCHA,2021,1,MCHA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307410/content
True, NA, Preferred Series B, NA, $0.0001," 600,000 "," December 31, 2020"," 600,000 "," December 31, 2020",None,None,None,None,MCHA,2021,1,MCHA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307410/content
True, NA, Preferred Series A, NA, $0.0001, 10 ," December 31, 2019", 10 ," December 31, 2019",None,None,None,None,MCHA,2021,2,MCHA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307409/content
True, NA, Preferred Series B, NA, $0.0001," 600,000 "," December 31, 2019"," 600,000 "," December 31, 2019",None,None,None,None,MCHA,2021,2,MCHA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307409/content
True, N/A, Preferred Non-Voting Stock, N/A,," 100,000,000 ",, 0 ,,None,None,None,None,MDMN,2021,4,MDMN_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301676/content
True, N/A, Preferred Non-Voting Stock, N/A,," 100,000,000 ",, 0 ,,None,None,None,None,MDMN,2021,5,MDMN_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301675/content
True, N/A, Preferred Non-Voting Stock, N/A,," 100,000,000 ",, 0 ,,None,None,None,None,MDMN,2022,5,MDMN_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325323/content
True, MLCG, Preferred, 55314D304, $0.00001," 500,000,000 ", 09/22/2009," 31,450,000 ", 09/22/2009,None,None,None,None,MLCG,2021,1,MLCG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304526/content
True, MLCG, Preferred B, 55314D304, $0.00001," 50,000,000 ", 09/22/2009,, 09/22/2009,None,None,None,None,MLCG,2021,1,MLCG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304526/content
True, MLCG, Preferred, 55314D304, $0.00001," 500,000,000 ", 09/22/2009," 31,450,000 ", 09/22/2009,None,None,None,None,MLCG,2021,3,MLCG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304524/content
True, MLCG, Preferred B, 55314D304, $0.00001," 50,000,000 ", 09/22/2009,, 09/22/2009,None,None,None,None,MLCG,2021,3,MLCG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304524/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2021, 3 , 01/31/2021,None,None,None,None,MNDP,2021,2,MNDP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301381/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2020, 3 , 01/31/2020,None,None,None,None,MNDP,2021,3,MNDP_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301380/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 15,000,000 ", 01/31/2022, 53 , 01/31/2022,None,None,None,None,MNDP,2022,1,MNDP_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324170/content
True, N/A, Preferred stock Series J, N/A, $0.0001," 1,000,000 ", 12/31/2021," 1,000,000 ", 12/31/2021,None,None,None,None,MOCI,2022,1,MOCI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/326766/content
True, N/A,,,, ,, ,,None,None,None,None,MRES,2021,2,MRES_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295740/content
True, N/A,,,,,,,,None,None,None,None,MRES,2022,2,MRES_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340943/content
True, N/A,,,,,,,,None,None,None,None,MRES,2022,3,MRES_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338383/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001,, 12/31/2020,, 12/31/2020,None,None,None,None,MTEI,2021,2,MTEI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302950/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001,, 12/31/2019,, 12/31/2019,None,None,None,None,MTEI,2021,3,MTEI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302949/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001,, 12/31/2021,, 12/31/2021,None,None,None,None,MTEI,2022,1,MTEI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324192/content
True, MWWC, Series D Preferred,, 001," 1,000,000 ", 04/11/2012," 90,002 ", 12/31/2020,None,None,None,None,MWWC,2021,1,MWWC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302196/content
True, MWWC, Series D Preferred,, 001," 1,000,000 ", 04/11/2012," 90,002 ", 12/31/2019,None,None,None,None,MWWC,2021,2,MWWC_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302195/content
True, Not applicable.,,,,,,,,None,None,None,None,NDTP,2021,1,NDTP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304645/content
True, Not applicable.,,,, ,, ,,None,None,None,None,NDTP,2022,2,NDTP_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332458/content
True, Not applicable.,,,, ,, ,,None,None,None,None,NDTP,2022,3,NDTP_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331182/content
True, Not applicable.,,,,,,,,None,None,None,None,NDTP,2022,4,NDTP_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329564/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020, 0 , 12/31/2020,None,None,None,None,NHLG,2021,1,NHLG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302152/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019, 0 , 12/31/2019,None,None,None,None,NHLG,2021,2,NHLG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302151/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2021, 0 , 12/31/2021,None,None,None,None,NHLG,2022,1,NHLG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324193/content
True, N/A,,,,,,,,None,None,None,None,NILA,2022,1,NILA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346617/content
True,, Preferred,, .001," 5,000,000 "," August 31, 2021"," 1,000,000 "," August 31, 2021",None,None,None,None,NOHO,2021,1,NOHO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314303/content
True,, Preferred,, -001," 5,000,000 "," August 31, 2020"," 1,000,000 "," August 31, 2020",None,None,None,None,NOHO,2021,2,NOHO_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295286/content
True,, Preferred,, -001," 5,000,000 "," August 31, 2019"," 1,000,000 "," August 31, 2019",None,None,None,None,NOHO,2021,3,NOHO_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295280/content
True,, Preferred,, 001," 5,000,000 "," August 31, 2022"," 1,000,000 "," August 31, 2022",None,None,None,None,NOHO,2022,1,NOHO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/353242/content
True,, Preferred,, 001," 5,000,000 "," August 31, 2021"," 1,000,000 "," August 31, 2021",None,None,None,None,NOHO,2022,2,NOHO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317203/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2020," 10,000,000 ", 12/31/2020,None,None,None,None,NOUV,2021,1,NOUV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301697/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2019," 10,000,000 ", 12/31/2019,None,None,None,None,NOUV,2021,2,NOUV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301696/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2021, 500 , 12/31/2021,None,None,None,None,NOUV,2022,1,NOUV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324194/content
True, N/A, Series A Convertible Preferred Stock, N/A, N/A," 10,000,000 ", 12/31/2021, 1 , 12/31/2021,None,None,None,None,NSPT,2022,1,NSPT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324068/content
True, N/A, N/A, N/A,, N/A , N/A, N/A , N/A,None,None,None,None,NSYC,2021,1,NSYC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315301/content
True, N/A, N/A, N/A, N/A, N/A , N/A, N/A , N/A,None,None,None,None,NSYC,2021,2,NSYC_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314337/content
True,, | Convertible Preferred,,," 25,000,000 "," September 30, 2020"," 1,917,720 "," September 30, 2020",None,None,None,None,NUGN,2021,2,NUGN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307691/content
True,, | Convertible Preferred,,," 25,000,000 "," December 31, 2019"," 1,917,720 "," December 31, 2019",None,None,None,None,NUGN,2021,3,NUGN_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307687/content
True,, Convertible Preferred,,," 25,000,000 "," December 31, 2020"," 1,917,720 "," December 31, 20201",None,None,None,None,NUGN,2021,4,NUGN_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306067/content
True,, Convertible Preferred,,," 25,000,000 "," December 31, 2019"," 1,917,720 "," December 31, 2019",None,None,None,None,NUGN,2021,5,NUGN_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306063/content
True,, Convertible Preferred,,," 25,000,000 "," December 31, 2020"," 1,917,720 "," December 31, 20201",None,None,None,None,NUGN,2021,6,NUGN_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302780/content
True,, Convertible Preferred,,," 25,000,000 "," December 31, 2019"," 1,917,720 "," December 31, 2019",None,None,None,None,NUGN,2021,7,NUGN_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302779/content
True,, | Convertible Preferred,,," 24,000,000 "," December 31, 2021", 100 ," December 31, 2021",None,None,None,None,NUGN,2022,1,NUGN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317204/content
True,, | Convertible Preferred,,," 24,000,000 "," December 31, 2021", 100 ," December 31, 2021",None,None,None,None,NUGN,2022,2,NUGN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/316717/content
True, N/A, Preferred, N/A, $0.10," 15,000,000 "," December 31, 2018", 0 ," December 31, 2018",None,None,None,None,NXGM,2019,1,NXGM_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/222561/content
True, N/A, Preferred, N/A, $0.10," 15,000,000 "," December 31, 2017", 0 ," December 31, 2017",None,None,None,None,NXGM,2019,2,NXGM_2019_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/222556/content
True, N/A, Preferred, N/A, $0.10," 15,000,000 "," December 31, 2020", 0 ," December 31, 2020",None,None,None,None,NXGM,2021,1,NXGM_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305734/content
True, N/A, Preferred, N/A, $0.10," 15,000,000 "," December 31, 2019", 0 ," December 31, 2019",None,None,None,None,NXGM,2021,2,NXGM_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300649/content
True, N/A, Preferred, N/A, $0.10," 15,000,000 "," December 31, 2021", 0 ," December 31, 2021",None,None,None,None,NXGM,2022,1,NXGM_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325517/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,100,000 ", 08/31/2021," 308,050 ", 08/31/2021,None,None,None,None,OCLG,2021,2,OCLG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308889/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 20,100,000 ", 08/31/2020," 308,000 ", 08/31/2020,None,None,None,None,OCLG,2021,3,OCLG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295257/content
