Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number,file,Link
True, N/A, N/A, N/A, N/A, N/A ,, N/A ,,None,None,None,None,CMOT,2021,1,CMOT_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/309271/content
True, , , , , ,, ,,None,None,None,None,CMOT,2021,3,CMOT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301303/content
True, , , , , ,, ,,None,None,None,None,CMOT,2021,4,CMOT_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301301/content
True, , , , , ,, ,,None,None,None,None,CMOT,2021,5,CMOT_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298619/content
True, , , , , ,, ,,None,None,None,None,CMOT,2021,6,CMOT_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298618/content
True, , , , , ,, ,,None,None,None,None,CMOT,2022,3,CMOT_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319712/content
True, , , , , ,, ,,None,None,None,None,CMOT,2022,4,CMOT_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319711/content
True, Not Applicable," 1,000,000 shares, Class A Preferred Stock", Not Applicable, $0.001," 1,000,000 shares of Preferred stock of which of which 1,000,000 is"," April 15, 2019", Nil shares of Series A Preferred Stock ," April 15, 2019 and",None,None,None,None,CMPY,2019,1,CMPY_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/216890/content
True,,,, 0.001," 5,000,000 "," December 315', 2020"," 1,500,000 "," December 315, 2020",None,None,None,None,CNCT,2021,1,CNCT_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300274/content
True,,,, 0.001," 5,000,000 "," December 315, 2021"," 1,500,000 "," December 315, 2021",None,None,None,None,CNCT,2022,1,CNCT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325770/content
True, None.,,,,,,,,None,None,None,None,CNGI,2021,1,CNGI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304600/content
True, N/A, Preferred Stock, N/A, $0.01,,,,,None,None,None,None,CNGI,2022,1,CNGI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325071/content
True, N/A, N/A, N/A, N/A, N/A,, N/A,,None,None,None,None,COFE,2023,1,COFE_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/359615/content
True, None, None, None, None, None’ , N/A, None  , N/A,None,None,None,None,CVST,2021,3,CVST_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307144/content
True, None, None, None, None, None’ , N/A, None  , N/A,None,None,None,None,CVST,2021,4,CVST_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307143/content
True, None, None, None, None, None’ , N/A, None  , N/A,None,None,None,None,CVST,2022,1,CVST_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329837/content
True, CYBL, Preferred Stock — Class A, NA, $0.001, 200 ," December 31, 2020", 26.9806 ," December 31, 2020",None,None,None,None,CYBL,2022,2,CYBL_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/354766/content
True, CYBL, Preferred Stock — Class C, NA, $0.001," 100,000,000 "," December 31, 2020"," 100,000,000 "," December 31, 2020",None,None,None,None,CYBL,2022,2,CYBL_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/354766/content
True, CYBL,, NA,," 150,000 "," December 31, 2020"," 150,000 "," December 31, 2020",None,None,None,None,CYBL,2022,2,CYBL_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/354766/content
True, CYBL, Preferred Stock — Class A, NA, $0.001, 200 ," December 31, 2021", 26.9806 ," December 31, 2021",None,None,None,None,CYBL,2022,3,CYBL_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/354765/content
True, CYBL, Preferred Stock — Class A, NA, $0.001, 200 ," December 31, 2020", 26.9806 ," December 31, 2020",None,None,None,None,CYBL,2022,4,CYBL_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346260/content
True, CYBL, Preferred Stock — Class C, NA, $0.001," 100,000,000 "," December 31, 2020"," 100,000,000 "," December 31, 2020",None,None,None,None,CYBL,2022,4,CYBL_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346260/content
True, CYBL,, NA,," 150,000 "," December 31, 2020"," 150,000 "," December 31, 2020",None,None,None,None,CYBL,2022,4,CYBL_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346260/content
True, CYBL, Preferred Stock — Class A, NA, $0.001, 200 ," December 31, 2021",,,None,None,None,None,CYBL,2022,5,CYBL_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346259/content
True, N/A, Series B Preferred Stock, N/A, $0.10 per share," 43,000 "," September 30, 2021"," 43,000 "," September 30, 2021",None,None,None,None,DLPX,2021,1,DLPX_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314498/content
True, N/A, Series B Preferred Stock, N/A, $0.10 per share," 43,000 "," September 30, 2022"," 43,000 "," September 30, 2022",None,None,None,None,DLPX,2022,1,DLPX_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356062/content
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2021"," 5,000 "," June 30, 2021",None,None,None,None,DPUI,2021,1,DPUI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307766/content
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2021"," 5,000 "," June 30, 2021",None,None,None,None,DPUI,2021,2,DPUI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306532/content
True, N/A, Series A Pref., N/A, $0.001," 5,000,000 "," June 30, 2020"," 5,000 "," June 30, 2020",None,None,None,None,DPUI,2021,3,DPUI_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299413/content
True, DROP, | common, 36113304, .001," 80,000,000 ", September 30 2021," 80,000,000 ", September 30 2021,None,None,None,None,DROP,2021,1,DROP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311072/content
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,None,None,None,None,DROP,2021,2,DROP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301134/content
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,None,None,None,None,DROP,2021,3,DROP_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296177/content
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,None,None,None,None,DROP,2021,4,DROP_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/295512/content
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,None,None,None,None,DROP,2021,5,DROP_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/294349/content
True, DROP, common, 36113304, .001," 80,000,000 ", September 30 2020," 80,000,000 ", September 30 2020,None,None,None,None,DROP,2021,7,DROP_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292898/content
True, DROP, | common, 36113304, .001," 800,000,000 ", September 30 2022," 80,000,000 ", September 30 2022,None,None,None,None,DROP,2022,1,DROP_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/355145/content
True, DROP, | common, 36113304, .001," 800,000,000 ", September 30 2022," 80,000,000 ", September 30 2022,None,None,None,None,DROP,2022,2,DROP_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/355132/content
True,, Preferred Series A,, 10," 1,000,000 "," June 30, 2021", ," June 30, 2021",None,None,None,None,DSUS,2021,1,DSUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302767/content
True,, Preferred Series B,, .001," 5,000,000 "," June 30, 2021"," 1,800,000 "," June 30, 2021",None,None,None,None,DSUS,2021,1,DSUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302767/content
True,, Preferred Series C,, 001," 20,000,000 "," June 30, 2021"," 18,627,000 "," June 30, 2021",None,None,None,None,DSUS,2021,1,DSUS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302767/content
True,,,, 10," 1,000,000 "," June 30, 2021", ," June 30, 2021",None,None,None,None,DSUS,2021,2,DSUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302125/content
True,,,, -001," 5,000,000 "," June 30, 2021"," 1,800,000 "," June 30, 2021",None,None,None,None,DSUS,2021,2,DSUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302125/content
True,,,, -001," 20,000,000 "," June 30, 2021"," 18,627,000 "," June 30, 2021",None,None,None,None,DSUS,2021,2,DSUS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302125/content
True,,,, 10," 1,000,000 "," June 30, 2020", ," June 30, 2020",None,None,None,None,DSUS,2021,3,DSUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302097/content
True,,,, -001," 5,000,000 "," June 30, 2020"," 1,800,000 "," June 30, 2020",None,None,None,None,DSUS,2021,3,DSUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302097/content
True,,,, -001," 20,000,000 "," June 30, 2020"," 18,627,000 "," June 30, 2020",None,None,None,None,DSUS,2021,3,DSUS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302097/content
True, N/A,,,,,,,,None,None,None,None,ECGR,2021,1,ECGR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303350/content
True, N/A,,,,,,,,None,None,None,None,ECGR,2021,2,ECGR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303346/content
True, N/A,,,, ,, ,,None,None,None,None,ECGR,2022,1,ECGR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325082/content
True, nla, n/a, n/a, n/a, n/a , n/a, n/a , n/a,None,None,None,None,EMGE,2021,1,EMGE_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293651/content
True, n/a, n/a, n/a, n/a, n/a , n/a, n/a , n/a,None,None,None,None,EMGE,2021,2,EMGE_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293650/content
True, n/a, n/a, n/a, n/a, n/a , n/a, n/a , n/a,None,None,None,None,EMGE,2022,1,EMGE_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329062/content
True, n/a, n/a, n/a, n/a, n/a , n/a, n/a , n/a,None,None,None,None,EMGE,2022,2,EMGE_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327782/content
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021", 1000 ," December 31, 2021",None,None,None,None,EMRH,2022,1,EMRH_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/341928/content
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021", 1000 ," December 31, 2021",None,None,None,None,EMRH,2022,2,EMRH_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340935/content
True, N/A, Series L Preferred Stock, EMERGINGPL, 0.0001, 1000 ," December 31, 2021", 1000 ," December 31, 2021",None,None,None,None,EMRH,2022,3,EMRH_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/319750/content
True, None, Series A preferred, None, 1.00," 10,000,000 ", 12/31/19, 1 , 12/31/19,None,None,None,None,EQLB,2020,1,EQLB_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/243821/content
True, None, Series A preferred, None, 1.00," 10,000,000 ", 12/31/19, 1 , 12/31/19,None,None,None,None,EQLB,2020,3,EQLB_2020_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/242211/content
True, None, Series A preferred, None, 1.00," 10,000,000 ", 12/31/20, 1 , 12/31/20,None,None,None,None,EQLB,2021,1,EQLB_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304380/content
True, None, Series A preferred, None, 1.00," 10,000,000 ", 12/31/2021, 1 , 12/31/2021,None,None,None,None,EQLB,2022,1,EQLB_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324505/content
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 26, 2021"," 12,127 "," February 26, 2021",None,None,None,None,ETCC,2021,1,ETCC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300292/content
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 28, 2020"," 12,127 "," February 28, 2020",None,None,None,None,ETCC,2021,3,ETCC_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/268036/content
True, ETCC," Preferred Stock, Series E", 294092," Par value of $0.05; Stated value of $1,000"," 25,000 "," February 25, 2022"," 12,127 "," February 25, 2022",None,None,None,None,ETCC,2022,1,ETCC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338508/content
True,, Preferred,, .001," 50,000,000"," Dec. 31, 2020", 0," Dec. 31, 2020",None,None,None,None,ETEK,2021,3,ETEK_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303118/content
True,, Preferred,, .001," 50,000,000"," Dec. 31, 2019", 0," Dec. 31, 2019",None,None,None,None,ETEK,2021,4,ETEK_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303115/content
True,, Preferred,, .001," 50,000,000",," 7,118,378",,None,None,None,None,ETEK,2022,1,ETEK_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317790/content
True,, Preferred,, .001," 50,000,000",," 7,118,378",,None,None,None,None,ETEK,2023,1,ETEK_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356458/content
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2021"," 19,000 "," May 31, 2021",None,None,None,None,ETER,2021,1,ETER_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293708/content
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2020"," 19,000 "," May 31, 2020",None,None,None,None,ETER,2021,2,ETER_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293704/content
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2019"," 19,000 "," May 31, 2019",None,None,None,None,ETER,2021,3,ETER_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293700/content
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2022"," 19,000 "," May 31, 2022",None,None,None,None,ETER,2022,1,ETER_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348650/content
True, ETER, Preferred, 29384T101, $0.001," 30,000,000 "," May 31, 2022"," 19,000 "," May 31, 2022",None,None,None,None,ETER,2022,2,ETER_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347942/content
True, N/A, Series B Convertible Preferred, N/A, $0.0001," 5,000,000 "," September 30, 2020"," 5,000,000 "," September 30, 2020",None,None,None,None,EVIO,2021,1,EVIO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303803/content
True, N/A, Series C Convertible Preferred, N/A, $0.0001," 500,000 "," September 30, 2020"," 500,000 "," September 30, 2020",None,None,None,None,EVIO,2021,1,EVIO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303803/content
True, N/A, Series D Convertible Preferred, N/A, 0.0001," 1,000,000 "," September 30, 2020"," 339,500 "," September 30, 2020",None,None,None,None,EVIO,2021,1,EVIO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303803/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2020, 0 , 12/31/2020,None,None,None,None,FCGD,2021,2,FCGD_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293712/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2019, 0 , 12/31/2019,None,None,None,None,FCGD,2021,3,FCGD_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/293711/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2020, 0 , 12/31/2020,None,None,None,None,FCGD,2021,5,FCGD_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292820/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2019, 0 , 12/31/2019,None,None,None,None,FCGD,2021,6,FCGD_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/292819/content
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2021," 48,098,600 ", 12/31/2021,None,None,None,None,FCGD,2022,1,FCGD_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323481/content
True, FFZY, PREFERRED SHARES, 404155 20 2, 0.001," 20,000,000 "," February 28th, 2021."," 18,000,000 "," February 28th, 2021.",None,None,None,None,FFZY,2021,2,FFZY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300146/content
True, FFZY, PREFERRED SHARES, 404155 20 2, 0.001," 20,000,000 "," February 29th, 2020."," 18,000,000 "," February 29th, 2020.",None,None,None,None,FFZY,2021,4,FFZY_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/290891/content
True, FFZY, PREFERRED SHARES, 404155 20 2, 0.001," 20,000,000 "," February 28"", 2022."," 18,000,000 "," February 28"", 2022.",None,None,None,None,FFZY,2022,2,FFZY_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335083/content
True, N/A,,,,,,,,None,None,None,None,FONU,2021,1,FONU_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/312047/content
True, N/A, Series A Preferred, N/A, $0.001, 0 , 09/30/2020, 0 , 09/30/2020,None,None,None,None,FONU,2021,2,FONU_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304703/content
True, N/A,,,,,,,,None,None,None,None,FRMA,2021,3,FRMA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304226/content
True, N/A,,,,,,,,None,None,None,None,FRMA,2022,1,FRMA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327589/content
True, N/A, Preferred Series ‘A’ Stock, Pending (Application Submitted, $0.001," 10,000,000 shares "," September 30, 2019"," 10,000,000 shares "," September 30, 2019",None,None,None,None,FUGI,2019,1,FUGI_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/231799/content
True, N/A, Preferred Series (Undesignated), N/A, $0.001," 5,000,000 shares "," September 30, 2019", 0 shares ," September 30, 2019",None,None,None,None,FUGI,2019,1,FUGI_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/231799/content
True, None,,, $0.001," 40,000,000 "," December 31, 2020"," 35,562,651 "," December 31, 2020",None,None,None,None,GACR,2021,4,GACR_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300714/content
True, None, Series B Convertible Preferred Stock*, Not Applicable, $0.001," 2,000,000 "," December 31, 2021"," 2,000,000 "," December 31, 2021",None,None,None,None,GACR,2022,1,GACR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328673/content
True, None, Series Y Preferred Stock, Not Applicable, $0.001," 10,000,000"," December 31, 2021"," 10,000,000 "," December 31, 2021",None,None,None,None,GACR,2022,1,GACR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328673/content
True,,, Not Applicable, $0.001," 40,000,000 "," December 31, 2021"," 35,562,651 "," December 31, 2021",None,None,None,None,GACR,2022,1,GACR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328673/content
True, None, Series Y Preferred Stock, Not Applicable, $0.001," 10,000,000"," December 31, 2021"," 10,000,000 "," December 31, 2021",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True, GACR, Common Stock, Not Applicable, $0.001," 40,000,000 "," December 31, 2021"," 35,562,651 "," December 31, 2021",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True, None, Series B Convertible Preferred Stock*, Not Applicable, $0.001," 2,000,000,000 shares of $.001 par"," December 31, 2020"," 1,045,595,531 "," December 31, 2020",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True, None, Series Y Preferred Stock, Not Applicable, $0.001," 2,000,000,000 "," December 31, 2020"," 2,000,000 "," December 31, 2020",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True,,, Not Applicable, $0.001," 2,000,000 "," December 31, 2020"," 10,000,000 "," December 31, 2020",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True,,,, $0.001," 10,000,000"," December 31, 2020"," 35,562,651 "," December 31, 2020",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True,,,, $0.001," 40,000,000 "," December 31, 2020",," December 31, 2020",None,None,None,None,GACR,2022,3,GACR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324539/content
True, N/A, Preferred Series A, N/A, $0, 5.000.000 ," January 31, 2021", 2.000.000 ," January 31, 2021",None,None,None,None,GEGP,2021,1,GEGP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304735/content
True, N/A, Preferred Series B, N/A, $1.00, 75.000 ," January 31, 2021"," 46,000 "," January 31, 2021",None,None,None,None,GEGP,2021,1,GEGP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304735/content
True, N/A, Preferred Series A, N/A, $0, 5.000.000 ," January 31, 2020", 2.000.000 ," January 31, 2020",None,None,None,None,GEGP,2021,2,GEGP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304734/content
True, N/A, Preferred Series B, N/A, $1.00, 75.000 ," January 31, 2020"," 70,000 "," January 31, 2020",None,None,None,None,GEGP,2021,2,GEGP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304734/content
True, Not applicable, Not applicable, Not applicable, Not applicable,, Not applicable,, Not applicable,None,None,None,None,GERS,2021,3,GERS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302729/content
True, Not applicable, Not applicable, Not applicable, Not applicable, Not applicable , Not applicable, Not applicable , Not applicable,None,None,None,None,GERS,2022,1,GERS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331684/content
True, GGSM, Preferred A,, .0001," 2,000,000 "," January 31, 2020"," 2,000,000 "," January 31, 2020",None,None,None,None,GGSM,2021,1,GGSM_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314489/content
True, GGSM, Preferred A,, .0001," 2,000,000 "," January31, 2022"," 2,000,000 "," January31, 2022",None,None,None,None,GGSM,2022,1,GGSM_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/322813/content
True, GGSM," Preferred A,B,C",, .0001," 32,004,000 "," January31, 2022", 0 ," January31, 2022",None,None,None,None,GGSM,2022,1,GGSM_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/322813/content
True, ne nen, Preferred Stock, N/A, $0.001," 25,000,000 ", 03/31/2019,, 03/31/2019,None,None,None,None,GOGR,2019,2,GOGR_2019_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/230549/content
True, wenn, Preferred Stock, N/A, $0.001," 25,000,000 ", 12/31/2019,, 12/31/2019,None,None,None,None,GOGR,2020,1,GOGR_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/244892/content
True, wenn, Preferred Stock, N/A, $0.001," 25,000,000 ", 12/31/2020,, 12/31/2020,None,None,None,None,GOGR,2021,1,GOGR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301907/content
True,, Preferred Stock, N/A, $0.001," 25,000,000 ", 12/31/2021,, 12/31/2021,None,None,None,None,GOGR,2022,3,GOGR_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329589/content
True, enn, Preferred Stock, N/A, $0.001," 25,000,000 ", 12/31/2021,, 12/31/2021,None,None,None,None,GOGR,2022,4,GOGR_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323876/content
True, GRCU, Preferred Series A, None, $.001, 1 ," December 31, 2019", 1 ," December 31, 2019",None,None,None,None,GRCU,2020,2,GRCU_2020_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/253015/content
True,, Preferred Series B, None,,,,,,None,None,None,None,GRCU,2020,2,GRCU_2020_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/253015/content
True, N/A, Series A Convertible Preferred Stock, N/A, N/A," 1,000,000 ", 12/31/2021, 1 , 12/31/2021,None,None,None,None,GYGC,2022,1,GYGC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324543/content
True, HDI, Preferred, 44914V104, 001," 3,000,000 "," December 31, 2019"," 3,000,000 "," December 31, 2019",None,None,None,None,HDII,2020,1,HDII_2020_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/257385/content
True, HDI, Preferred A, 44914V104, .001," 3,000,000 ", 12-31-20," 3,000,000 ", 12-31-20,None,None,None,None,HDII,2021,1,HDII_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305576/content
True, HDI, Preferred A, 44914V104, .001," 3,000,000 ", 12-31-20," 3,000,000 ", 12-31-20,None,None,None,None,HDII,2021,2,HDII_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305466/content
True, HDI, Preferred, 44914V104, 001," 3,000,000 "," December 31, 2019"," 3,000,000 "," December 31, 2019",None,None,None,None,HDII,2021,3,HDII_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305465/content
True, HDI, Preferred A, 44914V104, .001," 3,000,000 ", 12-31-21," 3,000,000 ", 12-31-21,None,None,None,None,HDII,2022,1,HDII_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324072/content
True, NA, Convertible Preferred, NA, $0.00," 25,000,000 ", 12/31/2020, 0 , 12/31/2020,None,None,None,None,HENI,2021,1,HENI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298146/content
True, NA, Super Voting Preferred, NA, $0.001, 0 , 12/31/2020, 0 , 12/31/2020,None,None,None,None,HENI,2021,1,HENI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298146/content
